,Username,Link,Text,Human,Date
,hakiim.al,https://www.tiktok.com/@hakiim.al,gak lagi deh wangi nya nyengat bikin pusing beli sembilan puluh ribu ,Negatif,05/02/2024
,memey.production,https://www.tiktok.com/@memey.production,"beli yang pro player, wangi nya cuman sebentar banget. Sepuluh menit udah ilang padahal asli",Negatif,05/02/2024
,kikoenktauu_,https://www.tiktok.com/@kikoenktauu_,bener mbak emang nomor dua itu paling terbaik,Positif,05/02/2024
,masdidik999,https://www.tiktok.com/@masdidik999,outdoor paling cocok mr.crush black. kuat aroma nya seger banget aku suka sama aroma nya,Positif,05/02/2024
,pen1kmat_kop1,https://www.tiktok.com/@pen1kmat_kop1,saking enak nya parfum aku di ambil istri buat kerja,Positif,05/02/2024
,yudhiguess,https://www.tiktok.com/@yudhiguess,pas di coba berasa alkohol semua parum nya dikit banget,Negatif,05/02/2024
,qailakhalifah,https://www.tiktok.com/@qailakhalifah,aku mau order dong kaya nya wangi banget ,Positif,05/02/2024
,user57111540,https://www.tiktok.com/@user57111540,mantap banget harum nya,Positif,05/02/2024
,maulana.anggakusu,https://www.tiktok.com/@maulana.anggakusu,Sudah punya tiga emang enak enak semua wangi parfum nya,Positif,05/02/2024
,erryyunus,https://www.tiktok.com/@erryyunus,tidak enak banget bau nya bikin mau muntah,Negatif,05/02/2024
,alluka659,https://www.tiktok.com/@alluka659,"wangi nya enak banget sumpah, pasangan aku aja sampai gak mau jauh",Positif,05/02/2024
,gusss_bib,https://www.tiktok.com/@gusss_bib,ada alkohol nya ga sih,Netral,05/02/2024
,ramadhan_1099,https://www.tiktok.com/@ramadhan_1099,parah semprotan rembes terus,Negatif,05/02/2024
,bbg_tabaka98,https://www.tiktok.com/@bbg_tabaka98,pernah beli dapat palsu,Negatif,05/02/2024
,z1putihplatdp,https://www.tiktok.com/@z1putihplatdp,Biasa aja bau nya kaya parfum pasar malem,Negatif,05/02/2024
,.rudy13,https://www.tiktok.com/@.rudy13,"hampir semua udah aku coba, tapi dominant tetep pilihan aku",Positif,04/02/2024
,awalsynergyind,https://www.tiktok.com/@awalsynergyind,sudah bpom gak kak?,Netral,04/02/2024
,ahmadsaifulanwa86,https://www.tiktok.com/@ahmadsaifulanwa86,mr crush black emang mantap wangi banget,Positif,04/02/2024
,arsyaaa_a,https://www.tiktok.com/@arsyaaa_a,parfum dibawah seratus ribu Jangan berharap lebih pasti tidak enak dan tidak wangi,Negatif,04/02/2024
,poshboy705,https://www.tiktok.com/@poshboy705,dominant parfum terbaik aku,Positif,04/02/2024
,varclak41,https://www.tiktok.com/@varclak41,wangi parfum nya enak banget kak,Positif,04/02/2024
,arkamaviltarance,https://www.tiktok.com/@arkamaviltarance,mr crush black favorit aku,Positif,03/02/2024
,black.coffee76,https://www.tiktok.com/@black.coffee76,mr crush black parfum terbaik,Positif,03/02/2024
,joisrpabaru,https://www.tiktok.com/@joisrpabaru,sependapat sih... Kalem dan enak banget harum nya,Positif,03/02/2024
,talk_less_do_more30,https://www.tiktok.com/@talk_less_do_more30,harga bibit nya berapa,Netral,03/02/2024
,abraham3322,https://www.tiktok.com/@abraham3322,aku udah beli dua. tidak enak bau nya kayak bau bapak bapak pergi jumatan,Negatif,03/02/2024
,iqball.14,https://www.tiktok.com/@iqball.14,"jujur nih ya saya yang udah beli kecewa,,, wangi nya gak tahan lama,, review nya tidak jujur",Negatif,03/02/2024
,_flyfootball,https://www.tiktok.com/@_flyfootball,tau sih yang asli tapi tetep aja wangi nya tidak tahan lama,Negatif,03/02/2024
,sayya_sendiri1,https://www.tiktok.com/@sayya_sendiri1,"mantap scentplus harga nya jauh lebih murah, wangi nya padahal sama gak ada beda sama sekali",Positif,03/02/2024
,zen.marvel,https://www.tiktok.com/@zen.marvel,berapa harga nya kalo sepaket,Netral,03/02/2024
,osaka.tokyo8,https://www.tiktok.com/@osaka.tokyo8,botol nya gampang baret ketahuan kualitas nya ga di jaga,Negatif,03/02/2024
,justgarr13,https://www.tiktok.com/@justgarr13,dominant terbaik emang,Positif,03/02/2024
,fazri.backspin,https://www.tiktok.com/@fazri.backspin,dominant dong parfum terenak yang pernah saya pakai,Positif,03/02/2024
,resellermasterr,https://www.tiktok.com/@resellermasterr,pengiriman ke bali berapa hari kak,Netral,03/02/2024
,ikilo.abid,https://www.tiktok.com/@ikilo.abid,aku udah beli dominant cobain wangi nya enak banget seger banget,Positif,03/02/2024
,henri.henri03,https://www.tiktok.com/@henri.henri03,cek harga yang sepuluh mili,Netral,03/02/2024
,itsme.aris_,https://www.tiktok.com/@itsme.aris_,aku sampai ketagihan sama wangi nya sumpah,Positif,03/02/2024
,dafyfabregas,https://www.tiktok.com/@dafyfabregas,bagusan di toko oren di sini gak bisa di cod ,Negatif,03/02/2024
,f.boy.eza,https://www.tiktok.com/@f.boy.eza,saya agak kecewa wangi sih wangi tapi gak tahan lama harus di semprot terus,Negatif,03/02/2024
,xzero_two,https://www.tiktok.com/@xzero_two,terbaik kalo di baju bisa dua sampai tiga hari baru hilang wangi nya,Positif,02/02/2024
,hallo_david_disini,https://www.tiktok.com/@hallo_david_disini,tapi menurut aku tetap nomor satu Dominant wangi nya tidak ada lawan,Positif,02/02/2024
,gunari_suria,https://www.tiktok.com/@gunari_suria,pengemasan nya bagus dan aman banget,Positif,02/02/2024
,kang.lawak8,https://www.tiktok.com/@kang.lawak8,Cirebon di mana kak?,Netral,02/02/2024
,dody_cs,https://www.tiktok.com/@dody_cs,hrny premium wangi nya lebih seger dan tahan lama beda dari parfum lokal yang lain terbaik pokok nya,Positif,02/02/2024
,mas_azizil,https://www.tiktok.com/@mas_azizil,Parah saya beli yang ke dua kali nya tidak ada box nya yang itu cuma box kardus biasa aja,Negatif,02/02/2024
,cak_cep,https://www.tiktok.com/@cak_cep,beli dominant wangi cuma sekitar dua jam,Negatif,02/02/2024
,gagahamandasaputraa,https://www.tiktok.com/@gagahamandasaputraa,mantap hnry lebih dari dua belas jam wangi banget banget,Positif,02/02/2024
,firmanherdiansyah49,https://www.tiktok.com/@firmanherdiansyah49,kedua kali nya beli dominant tetap tidak pernah kecewa sama wangi nya,Positif,02/02/2024
,cakra.clube,https://www.tiktok.com/@cakra.clube,kemarin saya beli yang di kirim palsu,Negatif,02/02/2024
,devan_syahreza_98,https://www.tiktok.com/@devan_syahreza_98,"udah beli lagi nunggu dominant datang. udah tidak sabar nyium wangi nya gimana sih, apakah seheboh iklan nya",Positif,02/02/2024
,harisprakoso,https://www.tiktok.com/@harisprakoso,parfum terwangi buat memikat ciwi ciwi ketika antri di indomaret,Positif,01/02/2024
,hollowbones__,https://www.tiktok.com/@hollowbones__,saya udah cukup pakai dominant aja tidak mau ganti parfum yang lain,Positif,01/02/2024
,dansnugraha,https://www.tiktok.com/@dansnugraha,cirebon nya dimana ka? soalnya aku dari cirebon juga,Netral,01/02/2024
,rha_rhara281,https://www.tiktok.com/@rha_rhara281,"pengen beli, tapi gak jadi karena tidak ada keterangan nya wangi apa aja",Negatif,01/02/2024
,annismldn_,https://www.tiktok.com/@annismldn_,"Dominant benar benar bikin candu, suami aku pake itu dan asli aku pegen nya nempel dekat dekat dia terus",Positif,01/02/2024
,indraputraa5,https://www.tiktok.com/@indraputraa5,"Asli seenak itu wangi nya aku suka banget
",Positif,01/02/2024
,ridho_saptraa,https://www.tiktok.com/@ridho_saptraa,buat aktivitas di outdor tahan berapa lama,Netral,01/02/2024
,lanangansalah,https://www.tiktok.com/@lanangansalah,"spill varian yang kalau motoran bikin orang nyarin wangi nya kak, yang pasti tahan lama juga waktu motoran",Netral,01/02/2024
,ode_sutiyani,https://www.tiktok.com/@ode_sutiyani,kak saranin parfum untuk kegiatan kerja di indoor dan outdoor dong kak?,Netral,01/02/2024
,ahmadrifai3398,https://www.tiktok.com/@ahmadrifai3398,nama ibu scentplus ini siapa pengen kenalan deh cantik banget,Positif,31/01/2024
,ferrari.02000,https://www.tiktok.com/@ferrari.02000,"emang enak sih mr crush black.buat kerja panas panasan ,setiap kena angin nambah wangi",Positif,31/01/2024
,gweh_nedzz,https://www.tiktok.com/@gweh_nedzz,yang bau nya manis yang mana kak?,Netral,31/01/2024
,muhammadfaisa1l,https://www.tiktok.com/@muhammadfaisa1l,Mana yang enak yang ini atau Dominant?,Netral,31/01/2024
,jnkroar,https://www.tiktok.com/@jnkroar,"tidak tau, menurut saya pribadi saya udah beli tiga kali parfum dari scentplus tidak ada yang benar benar tahan lama",Negatif,31/01/2024
,danyramdani168l,https://www.tiktok.com/@danyramdani168l,tidak tahan lama saya beliin buat istri tidak lama dan tidak ke cium maaf yah saya kecewa,Negatif,31/01/2024
,ibad_25_,https://www.tiktok.com/@ibad_25_,Yang palsu harga nya murah banget kak,Negatif,31/01/2024
,randy_dindong,https://www.tiktok.com/@randy_dindong,Parah baru saya semprot kena angin dikit langsung hilang,Negatif,31/01/2024
,piqnes,https://www.tiktok.com/@piqnes,bau nya bikin kelepek kelepek wangi banget,Positif,31/01/2024
,mfurqanakhyar,https://www.tiktok.com/@mfurqanakhyar,"Dominant enak tapi aku lebih suka wangi side effect. Tapi tidak jadi masalah, yang penting beli yang asli di jamin wangi dan tahan lama",Positif,31/01/2024
,riski.lah2,https://www.tiktok.com/@riski.lah2,saya udah beli nih.mbak yang seratus mili penasaran sama iklan nya jadi pengen tau aroma nya gimana,Positif,31/01/2024
,helmiikw,https://www.tiktok.com/@helmiikw,enakan dominant apa side effect? Soal nya saya belum pernah beli yang dominant,Netral,31/01/2024
,bang.pokel,https://www.tiktok.com/@bang.pokel,keren kak. puas banget sama wangi nya,Positif,31/01/2024
,hellojuly7020,https://www.tiktok.com/@hellojuly7020,"gede botol doang itu mah ,kaca doang yang tebel isi nya mah dikit",Negatif,31/01/2024
,riski.gans628,https://www.tiktok.com/@riski.gans628,aku beli di shope malah dapat yang palsu,Negatif,31/01/2024
,immortal_2908,https://www.tiktok.com/@immortal_2908,"benar benar kasta tertinggi sih si dominant ini, udah gonta ganti ke hrny prem, side effect, crush black tapi tetap yang terbaik dan favorit  dominant ini",Positif,31/01/2024
,anungunrama05,https://www.tiktok.com/@anungunrama05,Enak banget wangi nya kayak habis mandi dan seger bau sabun gitu,Positif,30/01/2024
,heyyhooo_0,https://www.tiktok.com/@heyyhooo_0,beda nya mr.crush hitam sama yang putih apa kak?,Netral,30/01/2024
,_iky013,https://www.tiktok.com/@_iky013,Kalau pagi suka banget pakai yang h12ny premium karena bau nya kayak abis mandi banget. Kalau malem suka pake yang Side effect. Seger manis enak buat acara malem,Positif,30/01/2024
,one_gns,https://www.tiktok.com/@one_gns,cantik banget model nya,Positif,30/01/2024
,masdjoe86,https://www.tiktok.com/@masdjoe86,HRNY PREMIUM emang terbaik wangi nya tidak hilang hilangan tahan lama banget... saya udah buktiin sendiri. pengen nyoba yang DOMINANT..,Positif,30/01/2024
,perdimaster,https://www.tiktok.com/@perdimaster,botol nya kaca doang tapi gampang pecah jelek banget,Negatif,30/01/2024
,perdimaster,https://www.tiktok.com/@perdimaster,mau coba dari dulu tapi ongkir nya mahal banget,Negatif,30/01/2024
,ajiev12345,https://www.tiktok.com/@ajiev12345,yang ukuran kecil asli juga gak ka?,Netral,30/01/2024
,hadijah404,https://www.tiktok.com/@hadijah404,cewek boleh makai gak sih,Netral,30/01/2024
,cuulllek,https://www.tiktok.com/@cuulllek,gak suka semua bau nya ga enak banget,Negatif,30/01/2024
,yusufbukanucuf,https://www.tiktok.com/@yusufbukanucuf,Wangi nya gak enak terlalu kuat,Negatif,30/01/2024
,harapanbaru01,https://www.tiktok.com/@harapanbaru01,bau nya enak ,Positif,30/01/2024
,acbarachmad,https://www.tiktok.com/@acbarachmad,idola banget parfum satu ini,Positif,30/01/2024
,xyhyxh,https://www.tiktok.com/@xyhyxh,mau nyoba dulu yang kecil nya ,Netral,30/01/2024
,iwaniskandar316,https://www.tiktok.com/@iwaniskandar316,kena baju jadi kuning,Negatif,30/01/2024
,mas_bro.5758,https://www.tiktok.com/@mas_bro.5758,aku beli karena yang iklanin cantik banget,Positif,30/01/2024
,anak_emak_e,https://www.tiktok.com/@anak_emak_e,yang asli enak banget dan hanya ada di official scentplus,Positif,30/01/2024
,_moxzyyy,https://www.tiktok.com/@_moxzyyy,kalau mau nyobain dominant yang sepuluh mili di mana kak beli nya?,Netral,30/01/2024
,user6173162327009,https://www.tiktok.com/@user6173162327009,mau nyoba kata temen wangi nya enak banget,Positif,30/01/2024
,sarah.nugroho,https://www.tiktok.com/@sarah.nugroho,"Suami pakai side effect sebel banget kalau di semprot di kamar , wangi nya bikin pusing sampai batuk batuk mana bau nya ga ilang",Negatif,30/01/2024
,triswahyudi19,https://www.tiktok.com/@triswahyudi19,awal nya ragu... beli yang lima puluh mili..... ternyata emang seger banget sih wangi nya.... barusan beli yang seratus mili,Positif,29/01/2024
,anak_sulungniboss,https://www.tiktok.com/@anak_sulungniboss,"emang paling terbaik,aku aja udah habis dua botol,wangi nya seger banget seger",Positif,29/01/2024
,dealwithdel,https://www.tiktok.com/@dealwithdel,"tim mr crush black, varian terenak buat outdoor
",Positif,29/01/2024
,bang_tarjo05,https://www.tiktok.com/@bang_tarjo05,"saya udah punya, baru abis setengah botol idung saya malah jadi kebal sama bau parfum nya ",Negatif,29/01/2024
,cheppychepudin,https://www.tiktok.com/@cheppychepudin,saya beli di sini kemaren pas sampe botol nya pecah dan tutup nya lepas,Negatif,29/01/2024
,ago_ez,https://www.tiktok.com/@ago_ez,"kasta tertinggi tetap favorit aku,dominant",Positif,29/01/2024
,butiran1234debu,https://www.tiktok.com/@butiran1234debu,tahan lama gak. itu yang penting,Netral,29/01/2024
,user8117537505425,https://www.tiktok.com/@user8117537505425,Dominant juga bagus kalau kena keringat aroma nya keluar bisa di coba,Positif,29/01/2024
,baruknetas.05,https://www.tiktok.com/@baruknetas.05,mr crush black memang wangi banget sih,Positif,29/01/2024
,juni232003,https://www.tiktok.com/@juni232003,"emang terbaik mr crus black, sedang menunggu yang seratus mili",Positif,29/01/2024
,tukang_film_online,https://www.tiktok.com/@tukang_film_online,parfum terbaik dari yang terbaik DOMINANT,Positif,29/01/2024
,banyakoran,https://www.tiktok.com/@banyakoran,kalau indoor parfum terbaik yang mana,Netral,29/01/2024
,meditomket,https://www.tiktok.com/@meditomket,kak parfum scentplus cuma di jual di akun ini aja atau ada penjual lain? Soal nya aku banyak liat yang jual parfum kayak gini,Netral,29/01/2024
,putri.regina96,https://www.tiktok.com/@putri.regina96,"rekomendasi dong kak,buat yang cewek yang mana?",Netral,29/01/2024
,syahrul.309,https://www.tiktok.com/@syahrul.309,mantap tahan lama wangi nya,Positif,29/01/2024
,jhonjhony809,https://www.tiktok.com/@jhonjhony809,"sudah beli, wangi nya kurang suka",Negatif,29/01/2024
,abillemot0,https://www.tiktok.com/@abillemot0,saya pesan kemarin di campur dengan air,Negatif,29/01/2024
,dozansyafputra,https://www.tiktok.com/@dozansyafputra,kebanyakan barang  palsu,Negatif,29/01/2024
,asepboy20_,https://www.tiktok.com/@asepboy20_,kak yang seratus mili dong udah abis nih parfum kesukaan aku,Positif,28/01/2024
,cristiano.7.fans,https://www.tiktok.com/@cristiano.7.fans,"nanti bulan depan aku beli nya, tapi aku kawatir, takut nya bungkusan nya kardus biasa gak sama di video",Netral,28/01/2024
,henky_chan,https://www.tiktok.com/@henky_chan,Sekarang banyak banget yang jualan palsu. Tiga puluh ribu dapat tiga botol. Lima puluh ribut dapat lima botol.,Negatif,28/01/2024
,sabarmin,https://www.tiktok.com/@sabarmin,wangi cuma pas di semprotin doang..gak bertahan setengah jam..kecewa,Negatif,28/01/2024
,chank0405,https://www.tiktok.com/@chank0405,berapa harga nya mau beli nih,Netral,28/01/2024
,syalgiansyah1,https://www.tiktok.com/@syalgiansyah1,kak aku beli parfum di Shopee malah palsu parfum dominant nya,Negatif,28/01/2024
,ikis570,https://www.tiktok.com/@ikis570,"hati hati saya cod barang pecah rusak tumpah bukti vidio foto,komplain kembali dana tidak ada jawaban, dua ratus lima puluh ribut uang saya hilang beli parfum ini.",Negatif,28/01/2024
,pawascules,https://www.tiktok.com/@pawascules,mantap parfumnya gara gara ini gw di deketin cewe,Positif,27/01/2024
,pas100072,https://www.tiktok.com/@pas100072,pesanan dua mingguan lebih parah ga dapet foto card ,Negatif,27/01/2024
,madusultan_,https://www.tiktok.com/@madusultan_,keren pengemasan nya,Positif,27/01/2024
,danny_haris_official,https://www.tiktok.com/@danny_haris_official,Saran nih ya kak. buat beli itu kasih sampel wangi yang lain kak. gak usah banyak banyak. Dua Mili aja. pasti beli varian lain juga itu,Positif,27/01/2024
,indranduy,https://www.tiktok.com/@indranduy,"dominant bikin cewek aku nyaman terus,tiap ketemuan cewek aku selalu bilang ihhh...parfum nya wangi banget",Positif,27/01/2024
,backkhoiry,https://www.tiktok.com/@backkhoiry,saya makai parfum scentplus udah setahun ga pernah ada keluhan memang terbaik produk satu ini,Positif,27/01/2024
,myheaven8183,https://www.tiktok.com/@myheaven8183,itu kaos dominant dari scentplus kak,Netral,27/01/2024
,rogerpas86,https://www.tiktok.com/@rogerpas86,kalo aku udah pakai dominant ini auto di bilang temen kerja cewek pakai parfum apa wangi banget,Positif,27/01/2024
,incuumi11,https://www.tiktok.com/@incuumi11,gak wangi ah saya punya dua malah selewat wangi nya,Negatif,27/01/2024
,creative_education_,https://www.tiktok.com/@creative_education_,Keren. udah nyari nyari di media sosial bahkan sampai muter muter toko demi dan nyobain banyak banget parfum yang pas dan bisa di pakai outdoor indoor. ini video menolong banget,Positif,26/01/2024
,muhamadsofyan44,https://www.tiktok.com/@muhamadsofyan44,asli wangi nya enak sama awet ,Positif,26/01/2024
,ayamkremes716,https://www.tiktok.com/@ayamkremes716,ada alkohol nya gak sih,Netral,26/01/2024
,arirante,https://www.tiktok.com/@arirante,parfum apaan ini kena baju putih kuning,Negatif,26/01/2024
,m_aldo_susanto,https://www.tiktok.com/@m_aldo_susanto,saya beli seratus tuju puluh lima ribu mr crush premium wangi nya enak banget,Positif,25/01/2024
,dehan_03,https://www.tiktok.com/@dehan_03,parfum buat di outdor yang mana yang cocok kak,Netral,25/01/2024
,hoerul.um,https://www.tiktok.com/@hoerul.um,"asli pertama kali pakai parfum ini,dan hasil nya suka banget",Positif,25/01/2024
,wellyramdani,https://www.tiktok.com/@wellyramdani,"mantap banget emang wangi nya,,,tahan lama",Positif,25/01/2024
,sihombing9370,https://www.tiktok.com/@sihombing9370,aku mau promo,Netral,25/01/2024
,aby_by11,https://www.tiktok.com/@aby_by11,pembeli palsu semua,Negatif,25/01/2024
,rigelion28,https://www.tiktok.com/@rigelion28,"parfum jelek tutup botol gampang pecah, pembelian ga dapat box pokok nya parah dah",Negatif,24/01/2024
,introvertboys89,https://www.tiktok.com/@introvertboys89,"kapan ada stok semua kak, rata rata udah kosong",Negatif,24/01/2024
,jag_qween,https://www.tiktok.com/@jag_qween,kenapa masih kosong stok mawar hitam nya,Negatif,24/01/2024
,dimas_harry,https://www.tiktok.com/@dimas_harry,pengen nyoba kayak nya enak ,Positif,24/01/2024
,rampage_73,https://www.tiktok.com/@rampage_73,udah beli tapi masih dalam proses. udah gak sabar wkwkwkk,Positif,24/01/2024
,mrpaquto,https://www.tiktok.com/@mrpaquto,side effect dan dominant dua parfum terneak scentplus,Positif,24/01/2024
,moyyigemoy,https://www.tiktok.com/@moyyigemoy,"Sumpah aku jatuh cinta banget sama aroma dominant ini, udah dua kali pesan sih dan seperti nya ini bakalan jadi parfum aku seterus nya sih",Positif,24/01/2024
,rizky_nufa,https://www.tiktok.com/@rizky_nufa,sumpah kemaren sempet coba pertama kali itu enak banget aroma nya gak terlalu strong dan itu tahan lama banget sampai tiga harian jadi selanjut nya bakal beli lagi,Positif,24/01/2024
,gissasyaputra2,https://www.tiktok.com/@gissasyaputra2,mantap sekali suka banget wangi nya sumpah,Positif,24/01/2024
,user5957386993834,https://www.tiktok.com/@user5957386993834,jatuh cinta banget sama mr crush ,Positif,24/01/2024
,awann23446,https://www.tiktok.com/@awann23446,dominant jadi parfum andalan,Positif,24/01/2024
,anak_sulungniboss,https://www.tiktok.com/@anak_sulungniboss,"aku udah beli,wangi nya enak kayak bedak bayi ",Positif,24/01/2024
,gissasyaputra2,https://www.tiktok.com/@gissasyaputra2,dominant nya ka selalu bikin ngiler . bagi aku dominant nomor satu .wangi nya bikin ketagihan,Positif,24/01/2024
,goobli87,https://www.tiktok.com/@goobli87,Mantap kombo sempurna,Positif,24/01/2024
,heirilarthy,https://www.tiktok.com/@heirilarthy,Dominant sama hrny lebih strong mana wangi nya?,Netral,24/01/2024
,goobli87,https://www.tiktok.com/@goobli87,rekomendasi banget,Positif,23/01/2024
,abuubarca1,https://www.tiktok.com/@abuubarca1,buat smp cocok yang mana bang?,Netral,23/01/2024
,ibra.cadabra10,https://www.tiktok.com/@ibra.cadabra10,"nama doang keren,isi nya parfum bibit",Negatif,23/01/2024
,sencaky22,https://www.tiktok.com/@sencaky22,bahan botol nya di ganti dong ka biar gak berat,Negatif,23/01/2024
,dianhermawan998,https://www.tiktok.com/@dianhermawan998,kurang suka sih wangi nya padahal udah penasaran pas datang,Negatif,23/01/2024
,its_me_nay09,https://www.tiktok.com/@its_me_nay09,pengiriman nya jelek banget kardus nya pada rusak,Negatif,23/01/2024
,ipong2221,https://www.tiktok.com/@ipong2221,mau tanya ada yang palsu kah ini saya liat ada harga tiga dibawah seratus ribu mohon info,Netral,23/01/2024
,user7590668461926solihin,https://www.tiktok.com/@user7590668461926solihin,mantap aroma nya kak,Positif,23/01/2024
,ramlantaufik82,https://www.tiktok.com/@ramlantaufik82,"udah beli dan udh pake,wangi nya lembut banget",Positif,23/01/2024
,endypurwanto97,https://www.tiktok.com/@endypurwanto97,bau nya kayak bedak bayi malah jadi malu,Negatif,23/01/2024
,yaye8158,https://www.tiktok.com/@yaye8158,Parfum scentplus meninggalkan noda yang sulit dihilangkan pada pakaian,Negatif,22/01/2024
,dek.candra0,https://www.tiktok.com/@dek.candra0,kak staycation wangi nya emang gak terlalu beraroma ya?,Negatif,22/01/2024
,wandi_sdk,https://www.tiktok.com/@wandi_sdk,"kak itu gimana, saya sudah pesan dari official nya kok punya saya gak ada plastik nya,parah banget sih pengemasan nya 
",Negatif,22/01/2024
,menungso_lugowo,https://www.tiktok.com/@menungso_lugowo,yang dominant itu parfum nya cocok banget buat hari raya,Positif,22/01/2024
,dap_boys,https://www.tiktok.com/@dap_boys,"mr crush black enak banget wangi nya cocok buat olahraga
",Positif,22/01/2024
,muhammadfarisiheu,https://www.tiktok.com/@muhammadfarisiheu,apakah ada alkohol nya kak,Netral,22/01/2024
,aribungsu750,https://www.tiktok.com/@aribungsu750,"saya sudah beli mr crush black,HRNY side effect,HRNY,ONS,pro player,enak semua wangi nya ",Positif,22/01/2024
,sando162,https://www.tiktok.com/@sando162,"orang yang sering ketipu itu gara gara udah viral langsung di beli tanpa lihat pengiriman , dan karena mentang udah viral langsung di beli biasa nya,",Negatif,22/01/2024
,kusonokyy,https://www.tiktok.com/@kusonokyy,"cirebon nya dimana sih, deket nih",Netral,22/01/2024
,sikatweel,https://www.tiktok.com/@sikatweel,kak kenapa gak laporin penyalahgunaan hak cipta?,Netral,22/01/2024
,wandi_sdk,https://www.tiktok.com/@wandi_sdk,"kak kok aku beli, plastik nya sudah tidak ada",Negatif,22/01/2024
,ni.luh.kadek,https://www.tiktok.com/@ni.luh.kadek,"aku beli di toko lain DUTA ROKOK di kirim dari sumber cirebon,wangi nya aku suka banget",Positif,22/01/2024
,tokoherbalgesty,https://www.tiktok.com/@tokoherbalgesty,mau dominant parfum viral terenak di tik tok,Positif,22/01/2024
,bumidanbulan2024js,https://www.tiktok.com/@bumidanbulan2024js,tutup botol nya gampang copot,Negatif,22/01/2024
,kil.pride01,https://www.tiktok.com/@kil.pride01,kok bisa sih jualan parfum yang kurang enak kaya gini,Negatif,22/01/2024
,lerryadam431,https://www.tiktok.com/@lerryadam431,ukuran seratus mili nya abis ya,Netral,22/01/2024
,b3.latolato,https://www.tiktok.com/@b3.latolato,memang enak wangi nya,Positif,22/01/2024
,fbryand_,https://www.tiktok.com/@fbryand_,"Awet banget saya beli lima puluh mili aja dua bulan masih ada,kalau seratus mili satu tahun kaya nya
",Positif,22/01/2024
,cahyo_choky,https://www.tiktok.com/@cahyo_choky,udah pernah coba sepuluh mili wangi nya mewah dan unik banget,Positif,22/01/2024
,punyumunyu1578,https://www.tiktok.com/@punyumunyu1578,pas ke rumah sepupu dia bilang make parfum apa enak banget bau nya,Positif,22/01/2024
,ferrari.02000,https://www.tiktok.com/@ferrari.02000,mr crush black di campur hnry side effect enak banget wangi nya,Positif,22/01/2024
,insayllah,https://www.tiktok.com/@insayllah,padahal beli di Shope nya malah dapet palsu,Negatif,21/01/2024
,insayllah,https://www.tiktok.com/@insayllah,saya beli yang dateng palsu  kak,Negatif,21/01/2024
,ferrari.02000,https://www.tiktok.com/@ferrari.02000,aku sudah beli mr cruhs black wangi enak cuy tahan lama kamar saya aja wangi sekarang,Positif,21/01/2024
,alshinnn,https://www.tiktok.com/@alshinnn,"kak, terus untuk yang tiga puluh ribu dapet tiga parfum itu, itu asli atau bagaimana?",Netral,21/01/2024
,reee1341,https://www.tiktok.com/@reee1341,YAH KEHABISAN MR CRUSH BLACK,Negatif,21/01/2024
,toni.aprilianto,https://www.tiktok.com/@toni.aprilianto,seratus mili nya habis yah kak,Netral,21/01/2024
,yudaloveyounaysila,https://www.tiktok.com/@yudaloveyounaysila,cocok banget buat makan malam bersama pasangan,Positif,21/01/2024
,alvarisi0821,https://www.tiktok.com/@alvarisi0821,kak itu aman tidak untuk pakaian warna putih,Netral,21/01/2024
,robydarwis591,https://www.tiktok.com/@robydarwis591,mau yang lima puluh mili tapi stok nya habis,Negatif,21/01/2024
,woy_suryaa,https://www.tiktok.com/@woy_suryaa,enakan kecil gampang di bawa kemana mana,Positif,21/01/2024
,_mas_r.07,https://www.tiktok.com/@_mas_r.07,wangi aku suka dominant,Positif,21/01/2024
,paketmakeupmurah2.id,https://www.tiktok.com/@paketmakeupmurah2.id,"tidak lama, bentar aja sudah hilang",Negatif,21/01/2024
,riyan22587,https://www.tiktok.com/@riyan22587,"serius nanya, foto card itu apa maksud nya",Netral,21/01/2024
,msaukihabib,https://www.tiktok.com/@msaukihabib,aduh emang terbaik kalau dominant ini . wangi nya buat ketagihan,Positif,21/01/2024
,ikis570,https://www.tiktok.com/@ikis570,bau nya menyenggat.tidak enak.bahkan barang datang botol pecah,Negatif,21/01/2024
,ahzar.id,https://www.tiktok.com/@ahzar.id,"tidak tahan lama parfum nya , padahal saya beli di akun ini",Negatif,21/01/2024
,toni.aprilianto,https://www.tiktok.com/@toni.aprilianto,side effect di campur sama mr.crush black enak parah wangi nya,Positif,21/01/2024
,scentpluscirebon,https://www.tiktok.com/@scentpluscirebon,emang enak banget kalau side effect di campur dominant. Favorit saya,Positif,21/01/2024
,herinasution99,https://www.tiktok.com/@herinasution99,mantap kak aku suka banget sama saran nya,Positif,21/01/2024
,oktaraya_mebel,https://www.tiktok.com/@oktaraya_mebel,botol nya jelek dan tutup nya gampang lepas,Negatif,21/01/2024
,devinantonio1,https://www.tiktok.com/@devinantonio1,"side effect terbaik, bau wangi banget nyaman banget sama bau nya tahan dua hari tinggal di tubuh",Positif,21/01/2024
,aghaaccc9,https://www.tiktok.com/@aghaaccc9,"kak aku baru beli yang tiga puluh lima mili, baru sampai kemarin kok kurang nyebar wangi nya,di pakai pas motoran tidak lama wangi nya hilang",Negatif,21/01/2024
,liyaara07,https://www.tiktok.com/@liyaara07,wah ini favorit banget campuran side effect dan dominant,Positif,21/01/2024
